都道府県名,年齢5歳階級,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
香川県,25～29歳,平成,22,2010,48980,24375,24605
香川県,30～34歳,平成,22,2010,59946,29880,30066
香川県,35～39歳,平成,22,2010,71052,35612,35440
香川県,40～44歳,平成,22,2010,59453,29452,30001
香川県,45～49歳,平成,22,2010,56311,27661,28650
香川県,50～54歳,平成,22,2010,60113,29522,30591
香川県,55～59歳,平成,22,2010,69470,34161,35309
香川県,60～64歳,平成,22,2010,86206,42539,43667
香川県,65～69歳,平成,22,2010,63747,30411,33336
香川県,70～74歳,平成,22,2010,55070,25060,30010
香川県,75～79歳,平成,22,2010,52944,22594,30350
香川県,80～84歳,平成,22,2010,42430,16693,25737
香川県,85歳以上,平成,22,2010,39054,11108,27946
香川県,総数,平成,27,2015,976263,472308,503955
香川県,0～4歳,平成,27,2015,37374,19270,18104
香川県,5～9歳,平成,27,2015,40740,20780,19960
香川県,10～14歳,平成,27,2015,44210,22716,21494
香川県,15～19歳,平成,27,2015,44768,23420,21348
香川県,20～24歳,平成,27,2015,36777,18793,17984
香川県,25～29歳,平成,27,2015,42999,21884,21115
香川県,30～34歳,平成,27,2015,50111,25161,24950
香川県,35～39歳,平成,27,2015,60264,30174,30090
香川県,40～44歳,平成,27,2015,70911,35501,35410
香川県,45～49歳,平成,27,2015,58791,29226,29565
香川県,50～54歳,平成,27,2015,55660,27398,28262
香川県,55～59歳,平成,27,2015,59359,29098,30261
香川県,60～64歳,平成,27,2015,68204,33360,34844
香川県,65～69歳,平成,27,2015,83042,40586,42456
香川県,70～74歳,平成,27,2015,60065,28045,32020
香川県,75～79歳,平成,27,2015,49910,22072,27838
香川県,80～84歳,平成,27,2015,44399,17786,26613
香川県,85歳以上,平成,27,2015,48880,14866,34014
愛媛県,総数,大正,9,1920,1046720,515389,531331
愛媛県,0～4歳,大正,9,1920,140604,70945,69659
愛媛県,5～9歳,大正,9,1920,132156,66778,65378
愛媛県,10～14歳,大正,9,1920,118936,59600,59336
愛媛県,15～19歳,大正,9,1920,94394,45581,48813
愛媛県,20～24歳,大正,9,1920,76849,36524,40325
愛媛県,25～29歳,大正,9,1920,63354,31478,31876
愛媛県,30～34歳,大正,9,1920,59391,29081,30310
愛媛県,35～39歳,大正,9,1920,60345,29074,31271
愛媛県,40～44歳,大正,9,1920,58756,28781,29975
愛媛県,45～49歳,大正,9,1920,53711,26401,27310
愛媛県,50～54歳,大正,9,1920,45628,22696,22932
愛媛県,55～59歳,大正,9,1920,38298,18926,19372
愛媛県,60～64歳,大正,9,1920,36773,18151,18622
愛媛県,65～69歳,大正,9,1920,29147,14040,15107
愛媛県,70～74歳,大正,9,1920,20117,9538,10579
愛媛県,75～79歳,大正,9,1920,11570,5164,6406
愛媛県,80歳以上,大正,9,1920,6691,2631,4060
愛媛県,総数,大正,14,1925,1096366,542271,554095
愛媛県,0～4歳,大正,14,1925,154587,77977,76610
愛媛県,5～9歳,大正,14,1925,132366,66933,65433
愛媛県,10～14歳,大正,14,1925,127033,63973,63060
愛媛県,15～19歳,大正,14,1925,102479,49960,52519
愛媛県,20～24歳,大正,14,1925,80083,38565,41518
愛媛県,25～29歳,大正,14,1925,73318,36577,36741
愛媛県,30～34歳,大正,14,1925,60791,30715,30076
愛媛県,35～39歳,大正,14,1925,57156,28450,28706
愛媛県,40～44歳,大正,14,1925,57058,27868,29190
愛媛県,45～49歳,大正,14,1925,55527,27241,28286
愛媛県,50～54歳,大正,14,1925,50204,24661,25543
愛媛県,55～59歳,大正,14,1925,41120,20330,20790
愛媛県,60～64歳,大正,14,1925,33501,16295,17206
愛媛県,65～69歳,大正,14,1925,29459,14220,15239
愛媛県,70～74歳,大正,14,1925,21344,9864,11480
愛媛県,75～79歳,大正,14,1925,12583,5576,7007
愛媛県,80～84歳,大正,14,1925,5769,2351,3418
愛媛県,85歳以上,大正,14,1925,1988,715,1273
愛媛県,総数,昭和,5,1930,1142122,564699,577423
愛媛県,0～4歳,昭和,5,1930,161813,81227,80586
愛媛県,5～9歳,昭和,5,1930,145585,73545,72040
愛媛県,10～14歳,昭和,5,1930,126049,63470,62579
愛媛県,15～19歳,昭和,5,1930,107754,52978,54776
愛媛県,20～24歳,昭和,5,1930,85040,40992,44048
愛媛県,25～29歳,昭和,5,1930,74661,37078,37583
愛媛県,30～34歳,昭和,5,1930,69732,35089,34643
愛媛県,35～39歳,昭和,5,1930,58506,29702,28804
愛媛県,40～44歳,昭和,5,1930,54212,27090,27122
愛媛県,45～49歳,昭和,5,1930,54099,26331,27768
愛媛県,50～54歳,昭和,5,1930,51875,25357,26518
愛媛県,55～59歳,昭和,5,1930,45637,22232,23405
愛媛県,60～64歳,昭和,5,1930,36012,17449,18563
愛媛県,65～69歳,昭和,5,1930,27250,12889,14361
愛媛県,70～74歳,昭和,5,1930,21790,10040,11750
愛媛県,75～79歳,昭和,5,1930,13394,5836,7558
愛媛県,80歳以上,昭和,5,1930,8713,3394,5319
愛媛県,総数,昭和,10,1935,1164898,575627,589271
愛媛県,0～4歳,昭和,10,1935,160568,81244,79324
愛媛県,5～9歳,昭和,10,1935,152841,76686,76155
愛媛県,10～14歳,昭和,10,1935,138913,69684,69229
愛媛県,15～19歳,昭和,10,1935,99088,48830,50258
愛媛県,20～24歳,昭和,10,1935,82731,39148,43583
愛媛県,25～29歳,昭和,10,1935,77038,37881,39157
愛媛県,30～34歳,昭和,10,1935,70319,35110,35209
愛媛県,35～39歳,昭和,10,1935,66260,33578,32682
愛媛県,40～44歳,昭和,10,1935,54831,28116,26715
愛媛県,45～49歳,昭和,10,1935,51054,25517,25537
愛媛県,50～54歳,昭和,10,1935,50223,24532,25691
愛媛県,55～59歳,昭和,10,1935,47302,23002,24300
愛媛県,60～64歳,昭和,10,1935,40369,19372,20997
愛媛県,65～69歳,昭和,10,1935,29592,13922,15670
愛媛県,70～74歳,昭和,10,1935,20301,9238,11063
愛媛県,75～79歳,昭和,10,1935,13851,6086,7765
愛媛県,80歳以上,昭和,10,1935,9617,3681,5936
愛媛県,総数,昭和,15,1940,1178498,580700,597798
愛媛県,0～4歳,昭和,15,1940,150450,75923,74527
愛媛県,5～9歳,昭和,15,1940,151369,76662,74707
愛媛県,10～14歳,昭和,15,1940,145628,72593,73035
愛媛県,15～19歳,昭和,15,1940,108298,51400,56898
愛媛県,20～24歳,昭和,15,1940,85642,43747,41895
愛媛県,25～29歳,昭和,15,1940,75256,36473,38783
愛媛県,30～34歳,昭和,15,1940,70937,34603,36334
愛媛県,35～39歳,昭和,15,1940,65643,32435,33208
愛媛県,40～44歳,昭和,15,1940,61999,31227,30772
愛媛県,45～49歳,昭和,15,1940,51261,26051,25210
愛媛県,50～54歳,昭和,15,1940,47239,23417,23822
愛媛県,55～59歳,昭和,15,1940,45468,21892,23576
愛媛県,60～64歳,昭和,15,1940,41572,19747,21825
愛媛県,65～69歳,昭和,15,1940,33073,15367,17706
愛媛県,70～74歳,昭和,15,1940,22105,9964,12141
愛媛県,75～79歳,昭和,15,1940,12789,5457,7332
愛媛県,80～84歳,昭和,15,1940,6847,2742,4105
愛媛県,85歳以上,昭和,15,1940,2922,1000,1922
愛媛県,総数,昭和,20,1945,1361484,635305,726179
愛媛県,1～5歳,昭和,20,1945,179836,91168,88668
愛媛県,6～10歳,昭和,20,1945,167830,84532,83298
愛媛県,11～15歳,昭和,20,1945,166898,84282,82616
愛媛県,16～20歳,昭和,20,1945,146243,70252,75991
愛媛県,21～25歳,昭和,20,1945,100735,36758,63977
愛媛県,26～30歳,昭和,20,1945,77428,26804,50624
愛媛県,31～35歳,昭和,20,1945,77419,30064,47355
愛媛県,36～40歳,昭和,20,1945,75452,33294,42158
愛媛県,41～45歳,昭和,20,1945,71632,35216,36416
愛媛県,46～50歳,昭和,20,1945,65778,33189,32589
愛媛県,51～55歳,昭和,20,1945,53580,27162,26418
愛媛県,56～60歳,昭和,20,1945,47778,23638,24140
愛媛県,61～65歳,昭和,20,1945,42746,20136,22610
愛媛県,66～70歳,昭和,20,1945,36764,16904,19860
愛媛県,71～75歳,昭和,20,1945,26843,11917,14926
愛媛県,76～80歳,昭和,20,1945,14728,6259,8469
愛媛県,81～85歳,昭和,20,1945,6799,2703,4096
愛媛県,86歳以上,昭和,20,1945,2995,1027,1968
愛媛県,総数,昭和,25,1950,1521878,742092,779786
愛媛県,0～4歳,昭和,25,1950,215101,110004,105097
愛媛県,5～9歳,昭和,25,1950,178689,90654,88035
愛媛県,10～14歳,昭和,25,1950,163951,82585,81366
愛媛県,15～19歳,昭和,25,1950,156471,77729,78742
愛媛県,20～24歳,昭和,25,1950,133568,63808,69760
愛媛県,25～29歳,昭和,25,1950,107599,48874,58725
愛媛県,30～34歳,昭和,25,1950,87193,39301,47892
愛媛県,35～39歳,昭和,25,1950,84174,38731,45443
愛媛県,40～44歳,昭和,25,1950,78012,37731,40281
愛媛県,45～49歳,昭和,25,1950,69323,34589,34734
愛媛県,50～54歳,昭和,25,1950,62484,31649,30835
愛媛県,55～59歳,昭和,25,1950,49807,25128,24679
愛媛県,60～64歳,昭和,25,1950,42533,20632,21901
愛媛県,65～69歳,昭和,25,1950,36110,16538,19572
愛媛県,70～74歳,昭和,25,1950,28237,12488,15749
愛媛県,75～79歳,昭和,25,1950,17704,7444,10260
愛媛県,80歳以上,昭和,25,1950,10906,4196,6710
愛媛県,総数,昭和,30,1955,1540628,749342,791286
愛媛県,0～4歳,昭和,30,1955,166293,84867,81426
愛媛県,5～9歳,昭和,30,1955,205347,105040,100307
愛媛県,10～14歳,昭和,30,1955,172721,87515,85206
愛媛県,15～19歳,昭和,30,1955,140434,69752,70682
愛媛県,20～24歳,昭和,30,1955,128334,60600,67734
愛媛県,25～29歳,昭和,30,1955,121949,58267,63682
愛媛県,30～34歳,昭和,30,1955,101174,46171,55003
愛媛県,35～39歳,昭和,30,1955,82379,36991,45388
愛媛県,40～44歳,昭和,30,1955,79370,36426,42944
愛媛県,45～49歳,昭和,30,1955,73746,35483,38263
愛媛県,50～54歳,昭和,30,1955,65145,32308,32837
愛媛県,55～59歳,昭和,30,1955,58308,29248,29060
愛媛県,60～64歳,昭和,30,1955,45115,22431,22684
愛媛県,65～69歳,昭和,30,1955,36695,17441,19254
愛媛県,70～74歳,昭和,30,1955,29031,12902,16129
愛媛県,75～79歳,昭和,30,1955,20028,8437,11591
愛媛県,80～84歳,昭和,30,1955,10347,4019,6328
愛媛県,85歳以上,昭和,30,1955,4201,1439,2762
愛媛県,総数,昭和,35,1960,1500687,721311,779376
愛媛県,0～4歳,昭和,35,1960,128320,65652,62668
愛媛県,5～9歳,昭和,35,1960,161937,82515,79422
愛媛県,10～14歳,昭和,35,1960,200810,102585,98225
愛媛県,15～19歳,昭和,35,1960,129737,63145,66592
愛媛県,20～24歳,昭和,35,1960,106368,47144,59224
愛媛県,25～29歳,昭和,35,1960,115508,54364,61144
愛媛県,30～34歳,昭和,35,1960,115574,55326,60248
愛媛県,35～39歳,昭和,35,1960,96601,43665,52936
愛媛県,40～44歳,昭和,35,1960,78769,35095,43674
愛媛県,45～49歳,昭和,35,1960,75566,34349,41217
愛媛県,50～54歳,昭和,35,1960,69631,33252,36379
愛媛県,55～59歳,昭和,35,1960,60931,29921,31010
愛媛県,60～64歳,昭和,35,1960,53283,26284,26999
愛媛県,65～69歳,昭和,35,1960,39427,19159,20268
愛媛県,70～74歳,昭和,35,1960,29945,13667,16278
愛媛県,75～79歳,昭和,35,1960,20756,8720,12036
愛媛県,80～84歳,昭和,35,1960,11776,4531,7245
愛媛県,85歳以上,昭和,35,1960,5748,1937,3811
愛媛県,総数,昭和,40,1965,1446384,688063,758321
愛媛県,0～4歳,昭和,40,1965,112814,57207,55607
愛媛県,5～9歳,昭和,40,1965,124225,63138,61087
愛媛県,10～14歳,昭和,40,1965,157150,79695,77455
愛媛県,15～19歳,昭和,40,1965,152807,74731,78076
愛媛県,20～24歳,昭和,40,1965,99794,42847,56947
愛媛県,25～29歳,昭和,40,1965,98575,45261,53314
愛媛県,30～34歳,昭和,40,1965,110272,52780,57492
愛媛県,35～39歳,昭和,40,1965,111094,53076,58018
愛媛県,40～44歳,昭和,40,1965,92898,41989,50909
愛媛県,45～49歳,昭和,40,1965,75341,33351,41990
愛媛県,50～54歳,昭和,40,1965,71439,32268,39171
愛媛県,55～59歳,昭和,40,1965,65287,30964,34323
愛媛県,60～64歳,昭和,40,1965,55864,27211,28653
愛媛県,65～69歳,昭和,40,1965,46598,22399,24199
愛媛県,70～74歳,昭和,40,1965,32294,15120,17174
愛媛県,75～79歳,昭和,40,1965,21513,9356,12157
愛媛県,80～84歳,昭和,40,1965,11886,4483,7403
愛媛県,85歳以上,昭和,40,1965,6533,2187,4346
愛媛県,総数,昭和,45,1970,1418124,670980,747144
愛媛県,0～4歳,昭和,45,1970,106999,54885,52114
愛媛県,5～9歳,昭和,45,1970,112731,57225,55506
愛媛県,10～14歳,昭和,45,1970,122941,62507,60434
愛媛県,15～19歳,昭和,45,1970,120784,58779,62005
愛媛県,20～24歳,昭和,45,1970,118270,51495,66775
愛媛県,25～29歳,昭和,45,1970,99222,46137,53085
愛媛県,30～34歳,昭和,45,1970,98602,46422,52180
愛媛県,35～39歳,昭和,45,1970,108600,52173,56427
愛媛県,40～44歳,昭和,45,1970,107015,51189,55826
愛媛県,45～49歳,昭和,45,1970,90143,40441,49702
愛媛県,50～54歳,昭和,45,1970,72412,31863,40549
愛媛県,55～59歳,昭和,45,1970,66840,30064,36776
愛媛県,60～64歳,昭和,45,1970,60353,28052,32301
愛媛県,65～69歳,昭和,45,1970,49828,23472,26356
愛媛県,70～74歳,昭和,45,1970,39503,18205,21298
愛媛県,75～79歳,昭和,45,1970,23730,10519,13211
愛媛県,80～84歳,昭和,45,1970,13127,5306,7821
愛媛県,85歳以上,昭和,45,1970,7024,2246,4778
愛媛県,総数,昭和,50,1975,1465215,697794,767421
愛媛県,0～4歳,昭和,50,1975,120507,61671,58836
愛媛県,5～9歳,昭和,50,1975,109685,56278,53407
愛媛県,10～14歳,昭和,50,1975,113690,57843,55847
愛媛県,15～19歳,昭和,50,1975,104178,51711,52467
愛媛県,20～24歳,昭和,50,1975,98590,43989,54601
愛媛県,25～29歳,昭和,50,1975,125225,60680,64545
愛媛県,30～34歳,昭和,50,1975,103475,50049,53426
愛媛県,35～39歳,昭和,50,1975,100138,47627,52511
愛媛県,40～44歳,昭和,50,1975,108672,52245,56427
愛媛県,45～49歳,昭和,50,1975,106671,50862,55809
愛媛県,50～54歳,昭和,50,1975,87682,39293,48389
愛媛県,55～59歳,昭和,50,1975,69634,30427,39207
愛媛県,60～64歳,昭和,50,1975,64562,28467,36095
愛媛県,65～69歳,昭和,50,1975,55668,25138,30530
愛媛県,70～74歳,昭和,50,1975,42762,19242,23520
愛媛県,75～79歳,昭和,50,1975,30127,13093,17034
愛媛県,80～84歳,昭和,50,1975,15344,6209,9135
愛媛県,85歳以上,昭和,50,1975,8443,2872,5571
愛媛県,総数,昭和,55,1980,1506637,718517,788120
愛媛県,0～4歳,昭和,55,1980,106027,54467,51560
愛媛県,5～9歳,昭和,55,1980,124029,63503,60526
愛媛県,10～14歳,昭和,55,1980,111206,57250,53956
愛媛県,15～19歳,昭和,55,1980,101162,50771,50391
愛媛県,20～24歳,昭和,55,1980,85032,38105,46927
愛媛県,25～29歳,昭和,55,1980,107050,51279,55771
愛媛県,30～34歳,昭和,55,1980,128857,63979,64878
愛媛県,35～39歳,昭和,55,1980,104872,50921,53951
愛媛県,40～44歳,昭和,55,1980,99625,47285,52340
愛媛県,45～49歳,昭和,55,1980,106737,50960,55777
愛媛県,50～54歳,昭和,55,1980,104510,49423,55087
愛媛県,55～59歳,昭和,55,1980,85616,37893,47723
愛媛県,60～64歳,昭和,55,1980,66940,28921,38019
愛媛県,65～69歳,昭和,55,1980,60166,25895,34271
愛媛県,70～74歳,昭和,55,1980,49028,21297,27731
愛媛県,75～79歳,昭和,55,1980,34383,14563,19820
愛媛県,80～84歳,昭和,55,1980,20421,8185,12236
愛媛県,85歳以上,昭和,55,1980,10731,3670,7061
愛媛県,総数,昭和,60,1985,1529983,728506,801477
愛媛県,0～4歳,昭和,60,1985,92926,47414,45512
愛媛県,5～9歳,昭和,60,1985,107828,55449,52379
愛媛県,10～14歳,昭和,60,1985,125204,64337,60867
愛媛県,15～19歳,昭和,60,1985,102366,52056,50310
愛媛県,20～24歳,昭和,60,1985,82191,37396,44795
愛媛県,25～29歳,昭和,60,1985,91418,43355,48063
愛媛県,30～34歳,昭和,60,1985,108834,53190,55644
愛媛県,35～39歳,昭和,60,1985,129959,64787,65172
愛媛県,40～44歳,昭和,60,1985,104024,50380,53644
愛媛県,45～49歳,昭和,60,1985,97869,46230,51639
愛媛県,50～54歳,昭和,60,1985,104369,49401,54968
愛媛県,55～59歳,昭和,60,1985,102142,47681,54461
愛媛県,60～64歳,昭和,60,1985,82796,36188,46608
愛媛県,65～69歳,昭和,60,1985,63106,26681,36425
愛媛県,70～74歳,昭和,60,1985,54275,22505,31770
愛媛県,75～79歳,昭和,60,1985,40902,16674,24228
愛媛県,80～84歳,昭和,60,1985,24425,9480,14945
愛媛県,85歳以上,昭和,60,1985,15336,5295,10041
愛媛県,総数,平成,2,1990,1515025,716940,798085
愛媛県,0～4歳,平成,2,1990,79210,40334,38876
愛媛県,5～9歳,平成,2,1990,93640,47816,45824
愛媛県,10～14歳,平成,2,1990,108069,55632,52437
愛媛県,15～19歳,平成,2,1990,111914,56373,55541
愛媛県,20～24歳,平成,2,1990,78829,35958,42871
愛媛県,25～29歳,平成,2,1990,84535,39496,45039
愛媛県,30～34歳,平成,2,1990,90891,43898,46993
愛媛県,35～39歳,平成,2,1990,108450,53013,55437
愛媛県,40～44歳,平成,2,1990,128030,63681,64349
愛媛県,45～49歳,平成,2,1990,101476,48935,52541
愛媛県,50～54歳,平成,2,1990,95312,44659,50653
愛媛県,55～59歳,平成,2,1990,101902,47562,54340
愛媛県,60～64歳,平成,2,1990,99065,45626,53439
愛媛県,65～69歳,平成,2,1990,78491,33732,44759
愛媛県,70～74歳,平成,2,1990,57549,23504,34045
愛媛県,75～79歳,平成,2,1990,46291,18115,28176
愛媛県,80～84歳,平成,2,1990,30222,11285,18937
愛媛県,85歳以上,平成,2,1990,20173,6696,13477
愛媛県,総数,平成,7,1995,1506700,712518,794182
愛媛県,0～4歳,平成,7,1995,70515,36236,34279
愛媛県,5～9歳,平成,7,1995,80694,41095,39599
愛媛県,10～14歳,平成,7,1995,94354,48317,46037
愛媛県,15～19歳,平成,7,1995,97255,49529,47726
愛媛県,20～24歳,平成,7,1995,92914,44455,48459
愛媛県,25～29歳,平成,7,1995,84409,39942,44467
愛媛県,30～34歳,平成,7,1995,86171,41393,44778
愛媛県,35～39歳,平成,7,1995,92234,44884,47350
愛媛県,40～44歳,平成,7,1995,108599,53212,55387
愛媛県,45～49歳,平成,7,1995,127109,63259,63850
愛媛県,50～54歳,平成,7,1995,100271,48073,52198
愛媛県,55～59歳,平成,7,1995,94181,43723,50458
愛媛県,60～64歳,平成,7,1995,99257,45879,53378
愛媛県,65～69歳,平成,7,1995,94137,42358,51779
愛媛県,70～74歳,平成,7,1995,72411,29953,42458
愛媛県,75～79歳,平成,7,1995,49757,19181,30576
愛媛県,80～84歳,平成,7,1995,35540,12739,22801
愛媛県,85歳以上,平成,7,1995,26846,8264,18582
愛媛県,総数,平成,12,2000,1493092,704289,788803
愛媛県,0～4歳,平成,12,2000,66658,33935,32723
愛媛県,5～9歳,平成,12,2000,71425,36714,34711
愛媛県,10～14歳,平成,12,2000,81257,41557,39700
愛媛県,15～19歳,平成,12,2000,85225,43085,42140
愛媛県,20～24歳,平成,12,2000,80144,38648,41496
愛媛県,25～29歳,平成,12,2000,98351,47942,50409
愛媛県,30～34歳,平成,12,2000,85848,41408,44440
愛媛県,35～39歳,平成,12,2000,86858,41954,44904
愛媛県,40～44歳,平成,12,2000,92324,45008,47316
愛媛県,45～49歳,平成,12,2000,107482,52554,54928
愛媛県,50～54歳,平成,12,2000,125050,61752,63298
愛媛県,55～59歳,平成,12,2000,98894,46823,52071
愛媛県,60～64歳,平成,12,2000,93013,42902,50111
愛媛県,65～69歳,平成,12,2000,94847,42881,51966
愛媛県,70～74歳,平成,12,2000,86978,37826,49152
愛媛県,75～79歳,平成,12,2000,63630,24866,38764
愛媛県,80～84歳,平成,12,2000,39184,13837,25347
愛媛県,85歳以上,平成,12,2000,35439,10289,25150
愛媛県,総数,平成,17,2005,1467815,691677,776138
愛媛県,0～4歳,平成,17,2005,61145,31402,29743
愛媛県,5～9歳,平成,17,2005,67357,34303,33054
愛媛県,10～14歳,平成,17,2005,71768,37002,34766
愛媛県,15～19歳,平成,17,2005,73670,37497,36173
愛媛県,20～24歳,平成,17,2005,69128,33613,35515
愛媛県,25～29歳,平成,17,2005,83389,40873,42516
愛媛県,30～34歳,平成,17,2005,98227,48429,49798
愛媛県,35～39歳,平成,17,2005,85583,41487,44096
愛媛県,40～44歳,平成,17,2005,86588,41829,44759
愛媛県,45～49歳,平成,17,2005,91249,44331,46918
愛媛県,50～54歳,平成,17,2005,105947,51531,54416
愛媛県,55～59歳,平成,17,2005,123199,60363,62836
愛媛県,60～64歳,平成,17,2005,97767,46104,51663
愛媛県,65～69歳,平成,17,2005,89511,40723,48788
愛媛県,70～74歳,平成,17,2005,88643,38849,49794
愛媛県,75～79歳,平成,17,2005,77253,31812,45441
愛媛県,80～84歳,平成,17,2005,52020,18590,33430
愛媛県,85歳以上,平成,17,2005,44563,12464,32099
愛媛県,総数,平成,22,2010,1431493,673326,758167
愛媛県,0～4歳,平成,22,2010,56508,28767,27741
愛媛県,5～9歳,平成,22,2010,61357,31568,29789
愛媛県,10～14歳,平成,22,2010,67314,34467,32847
愛媛県,15～19歳,平成,22,2010,65646,33744,31902
愛媛県,20～24歳,平成,22,2010,58624,28370,30254
愛媛県,25～29歳,平成,22,2010,70427,34670,35757
愛媛県,30～34歳,平成,22,2010,82870,41111,41759
愛媛県,35～39歳,平成,22,2010,97172,48112,49060
愛媛県,40～44歳,平成,22,2010,84402,40722,43680
愛媛県,45～49歳,平成,22,2010,85099,40976,44123
愛媛県,50～54歳,平成,22,2010,89511,43169,46342
愛媛県,55～59歳,平成,22,2010,104136,50298,53838
愛媛県,60～64歳,平成,22,2010,121104,58729,62375
愛媛県,65～69歳,平成,22,2010,94089,43709,50380
愛媛県,70～74歳,平成,22,2010,83951,37072,46879
愛媛県,75～79歳,平成,22,2010,79119,32897,46222
愛媛県,80～84歳,平成,22,2010,63446,23873,39573
愛媛県,85歳以上,平成,22,2010,57986,16205,41781
愛媛県,総数,平成,27,2015,1385262,654380,730882
愛媛県,0～4歳,平成,27,2015,51632,26658,24974
愛媛県,5～9歳,平成,27,2015,56441,28749,27692
愛媛県,10～14歳,平成,27,2015,61037,31442,29595
愛媛県,15～19歳,平成,27,2015,62603,32297,30306
愛媛県,20～24歳,平成,27,2015,51846,26153,25693
愛媛県,25～29歳,平成,27,2015,59274,29397,29877
愛媛県,30～34歳,平成,27,2015,69717,34558,35159
愛媛県,35～39歳,平成,27,2015,81749,40635,41114
愛媛県,40～44歳,平成,27,2015,95392,47086,48306
愛媛県,45～49歳,平成,27,2015,82646,39856,42790
愛媛県,50～54歳,平成,27,2015,83188,39927,43261
愛媛県,55～59歳,平成,27,2015,87694,42071,45623
愛媛県,60～64歳,平成,27,2015,102002,48969,53033
愛媛県,65～69歳,平成,27,2015,116490,55774,60716
愛媛県,70～74歳,平成,27,2015,87797,39720,48077
愛媛県,75～79歳,平成,27,2015,75316,32009,43307
愛媛県,80～84歳,平成,27,2015,65694,25186,40508
愛媛県,85歳以上,平成,27,2015,71889,21152,50737
高知県,総数,大正,9,1920,670895,332087,338808
高知県,0～4歳,大正,9,1920,83270,41880,41390
高知県,5～9歳,大正,9,1920,78019,39561,38458
高知県,10～14歳,大正,9,1920,68279,35048,33231
高知県,15～19歳,大正,9,1920,59065,29642,29423
高知県,20～24歳,大正,9,1920,53277,25305,27972
高知県,25～29歳,大正,9,1920,44759,21987,22772
高知県,30～34歳,大正,9,1920,44686,21271,23415
高知県,35～39歳,大正,9,1920,35626,16950,18676
高知県,40～44歳,大正,9,1920,34670,16971,17699
高知県,45～49歳,大正,9,1920,37501,18438,19063
高知県,50～54歳,大正,9,1920,31697,15666,16031
高知県,55～59歳,大正,9,1920,27178,13625,13553
高知県,60～64歳,大正,9,1920,25960,13225,12735
高知県,65～69歳,大正,9,1920,19802,9881,9921
高知県,70～74歳,大正,9,1920,13190,6270,6920
高知県,75～79歳,大正,9,1920,8556,4076,4480
高知県,80歳以上,大正,9,1920,5360,2291,3069
高知県,総数,大正,14,1925,687478,341687,345791
高知県,0～4歳,大正,14,1925,89944,45048,44896
高知県,5～9歳,大正,14,1925,77820,39216,38604
高知県,10～14歳,大正,14,1925,73344,37666,35678
高知県,15～19歳,大正,14,1925,58472,30228,28244
高知県,20～24歳,大正,14,1925,51511,25313,26198
高知県,25～29歳,大正,14,1925,50059,24599,25460
高知県,30～34歳,大正,14,1925,41991,20888,21103
高知県,35～39歳,大正,14,1925,42368,20474,21894
高知県,40～44歳,大正,14,1925,33700,16260,17440
高知県,45～49歳,大正,14,1925,32777,16017,16760
高知県,50～54歳,大正,14,1925,34613,17090,17523
高知県,55～59歳,大正,14,1925,28705,14123,14582
高知県,60～64歳,大正,14,1925,23498,11647,11851
高知県,65～69歳,大正,14,1925,20697,10284,10413
高知県,70～74歳,大正,14,1925,14248,6840,7408
高知県,75～79歳,大正,14,1925,8124,3621,4503
高知県,80～84歳,大正,14,1925,4055,1796,2259
高知県,85歳以上,大正,14,1925,1552,577,975
高知県,総数,昭和,5,1930,718152,357166,360986
高知県,0～4歳,昭和,5,1930,92928,46967,45961
高知県,5～9歳,昭和,5,1930,84747,42497,42250
高知県,10～14歳,昭和,5,1930,74018,37385,36633
高知県,15～19歳,昭和,5,1930,64797,33045,31752
高知県,20～24歳,昭和,5,1930,52657,26366,26291
高知県,25～29歳,昭和,5,1930,50156,25154,25002
高知県,30～34歳,昭和,5,1930,48802,24223,24579
高知県,35～39歳,昭和,5,1930,40795,20481,20314
高知県,40～44歳,昭和,5,1930,40740,19967,20773
高知県,45～49歳,昭和,5,1930,32150,15526,16624
高知県,50～54歳,昭和,5,1930,30456,15000,15456
高知県,55～59歳,昭和,5,1930,31660,15489,16171
高知県,60～64歳,昭和,5,1930,25288,12217,13071
高知県,65～69歳,昭和,5,1930,19191,9320,9871
高知県,70～74歳,昭和,5,1930,15182,7261,7921
高知県,75～79歳,昭和,5,1930,8830,3991,4839
高知県,80歳以上,昭和,5,1930,5755,2277,3478
高知県,総数,昭和,10,1935,714980,355225,359755
高知県,0～4歳,昭和,10,1935,87523,44405,43118
高知県,5～9歳,昭和,10,1935,87241,44110,43131
高知県,10～14歳,昭和,10,1935,78686,40111,38575
高知県,15～19歳,昭和,10,1935,58039,29925,28114
高知県,20～24歳,昭和,10,1935,51507,24976,26531
高知県,25～29歳,昭和,10,1935,46909,23311,23598
高知県,30～34歳,昭和,10,1935,46357,23112,23245
高知県,35～39歳,昭和,10,1935,45431,22488,22943
高知県,40～44歳,昭和,10,1935,38209,19248,18961
高知県,45～49歳,昭和,10,1935,38277,18640,19637
高知県,50～54歳,昭和,10,1935,29832,14379,15453
高知県,55～59歳,昭和,10,1935,27976,13642,14334
高知県,60～64歳,昭和,10,1935,27736,13342,14394
高知県,65～69歳,昭和,10,1935,20854,9874,10980
高知県,70～74歳,昭和,10,1935,14294,6688,7606
高知県,75～79歳,昭和,10,1935,9688,4422,5266
高知県,80歳以上,昭和,10,1935,6421,2552,3869
